certify,approve,speccert,wouldyou,recert,subdisc,college,employ,workenv,workact,yearsmem
1,1,2,1,2,QP,M,E,I,P,5
1,3,5,1,5,SS,P,E,A,R,3
1,2,2,3,3,GV,B,E,G,C,8
2,3,1,2,2,CM,M,E,A,E,1
5,5,5,5,5,QP,P,E,A,E,14
1,2,2,1,2,BA,P,E,A,R,4
1,5,2,4,5,BE,M,E,A,E,17
2,3,2,2,2,BI,P,E,A,C,20
5,5,5,5,0,BI,P,E,I,C,3
3,3,3,1,4,BA,P,E,A,R,12
2,2,2,1,4,GV,P,E,G,P,9
2,2,3,2,5,SR,M,E,G,P,15
1,1,1,1,5,BI,M,E,G,C,2
1,3,2,2,5,BI,M,E,A,C,3
5,5,5,5,5,GV,P,E,G,P,28
5,5,5,5,5,SP,P,E,A,E,20
2,2,2,1,2,CM,P,E,A,E,15
5,3,5,5,5,BA,P,E,A,R,3
5,5,2,5,5,SR,P,E,G,R,15
3,4,2,5,2,GV,P,E,G,P,2
2,2,1,1,3,CE,P,E,A,C,8
1,2,5,1,3,BI,M,E,G,C,2
2,2,2,2,5,EN,B,I,A,S,1
5,5,5,4,5,BE,P,E,A,R,11
5,5,5,5,5,BA,P,E,A,O,15
5,5,5,5,5,BI,P,E,A,R,19
5,5,5,5,3,EN,P,E,A,R,12
1,2,2,1,2,QP,M,E,G,P,24
3,3,3,4,5,BI,P,E,A,E,9
3,3,3,2,2,BA,P,E,A,R,5
5,4,5,1,5,GV,M,E,G,P,14
5,5,5,4,5,BI,P,E,G,R,19
2,1,4,2,4,SS,P,E,I,R,7
5,5,5,5,5,PE,M,E,I,P,16
5,5,5,1,5,PE,M,I,I,S,11
1,2,1,1,1,BP,M,S,I,C,14
4,4,5,5,5,TH,P,E,A,E,25
1,1,5,1,5,GV,P,E,G,R,6
5,5,5,5,3,BI,P,E,G,P,3
5,5,3,5,5,GV,B,E,G,P,3
5,5,5,3,5,BE,P,E,I,C,20
1,1,5,1,1,SS,P,E,A,E,28
2,3,4,1,4,BA,M,I,A,S,1
5,3,5,1,3,BI,P,E,A,R,8
5,5,5,2,5,BI,M,E,A,P,1
5,5,5,2,5,BA,P,E,I,C,20
1,2,5,3,1,BE,M,E,A,E,6
5,5,5,5,5,BE,M,E,I,P,20
5,5,5,5,5,PE,P,E,A,E,25
1,1,3,1,2,SG,P,E,A,E,8
5,5,5,5,5,BA,P,E,A,E,20
2,2,4,2,2,PE,M,E,A,E,3
4,3,4,2,2,BP,P,E,I,P,10
2,2,5,2,2,EN,P,S,G,C,10
1,2,2,1,1,PE,M,E,I,P,9
1,1,1,1,1,SR,P,E,A,E,5
4,0,2,5,2,BP,P,E,A,R,20
5,5,5,5,5,BE,P,E,A,R,10
5,5,3,5,1,SR,P,E,G,R,30
2,2,1,2,4,BP,B,E,I,P,4
5,5,3,5,5,SG,P,E,A,R,17
1,1,1,2,2,BE,P,I,A,E,3
5,5,5,5,5,SG,M,E,I,C,15
1,1,5,1,2,QP,P,E,I,C,31
5,5,5,5,1,SR,M,R,A,R,16
2,4,3,2,5,BE,P,E,I,P,4
3,2,3,1,3,TH,P,E,A,R,1
4,4,4,4,5,SR,B,E,I,C,8
2,2,3,4,1,SS,P,E,I,R,10
5,5,5,5,5,TH,P,E,A,E,30
5,5,5,5,5,CM,P,E,A,R,15
5,5,5,5,5,EN,B,E,G,P,2
2,5,4,2,4,CM,P,E,A,P,20
1,1,5,5,5,BE,P,E,A,R,25
1,1,5,2,1,BI,P,E,A,C,19
5,5,4,4,1,CE,M,E,A,C,6
1,1,4,1,1,BE,M,E,I,P,1
5,5,5,5,5,CE,P,R,A,E,32
1,1,1,1,2,BI,P,E,G,R,12
1,3,2,1,1,BP,B,E,I,R,1
5,5,5,5,5,MR,P,E,I,C,10
4,4,5,5,4,EN,P,E,A,R,9
5,5,5,5,5,BI,P,E,A,E,4
1,2,1,1,1,GV,M,E,G,R,8
5,5,5,5,5,BP,M,E,I,P,25
4,4,5,4,5,BI,P,E,A,R,10
2,2,5,1,2,BI,P,E,A,E,10
1,1,1,1,1,BI,M,I,A,S,9
4,4,5,1,5,QP,P,E,I,P,5
1,1,5,1,5,BI,M,E,A,C,1
5,5,5,5,5,TH,P,E,A,R,20
1,1,1,0,5,BI,P,R,A,E,5
5,4,5,4,1,BE,P,E,A,E,15
1,1,1,1,1,CM,P,I,A,R,8
1,2,4,5,2,BI,P,E,A,E,9
5,5,5,5,3,SR,M,S,G,C,40
2,2,3,2,2,BE,M,E,A,E,1
2,2,5,2,1,CM,P,E,A,E,16
1,0,2,1,5,MR,M,E,I,C,5
3,3,3,4,3,BA,P,E,A,E,10
5,5,5,5,5,EN,P,E,G,R,30
5,5,5,5,5,GV,M,E,G,P,4
1,4,5,2,5,BI,P,E,I,P,2
5,0,0,5,0,SS,P,R,A,E,35
1,1,5,1,4,CM,P,E,A,R,9
1,1,1,1,1,TH,P,E,A,R,12
5,4,5,2,5,SG,P,E,I,C,7
2,2,1,3,1,BE,P,E,A,E,1
4,2,5,2,5,GV,P,R,G,C,25
5,5,5,5,5,BI,M,E,G,R,2
1,3,5,1,4,SR,P,E,I,R,2
5,5,5,2,2,BP,M,I,A,S,2
5,5,5,5,5,GV,M,E,G,C,20
5,5,5,5,1,BE,M,R,G,C,53
5,5,5,5,1,BE,P,E,G,P,4
4,5,4,4,4,BP,M,E,I,C,10
5,5,5,5,5,EN,P,E,G,P,3
5,5,5,5,5,BA,P,E,A,R,40
2,5,5,2,5,SS,P,E,A,E,11
5,5,5,5,5,BP,M,E,I,C,7
5,5,3,5,5,BI,P,E,A,E,44
5,5,5,5,5,CM,P,E,A,E,15
2,2,4,4,5,PE,P,E,A,R,2
1,1,3,1,1,GV,M,E,G,P,26
5,5,4,4,1,BI,P,E,A,C,26
4,4,2,2,2,SS,P,E,A,C,25
1,1,2,2,5,BE,P,E,A,E,15
5,5,5,3,5,SR,P,E,I,C,1
5,5,5,5,1,BE,P,E,A,R,10
2,2,5,2,3,PE,P,E,A,R,4
5,5,5,5,1,QP,M,E,A,E,3
2,3,2,2,4,PE,P,E,A,E,5
1,2,3,1,2,QP,M,E,I,C,8
2,2,5,1,5,BI,P,E,A,R,5
4,4,4,5,4,BP,M,E,I,P,19
5,5,5,5,5,BI,P,E,G,R,6
2,3,2,2,5,BI,M,E,A,E,1
1,1,1,1,1,BE,P,E,A,R,1
5,5,5,3,5,SG,P,E,I,C,10
5,5,5,5,5,CE,P,E,A,C,15
5,4,5,2,5,QP,M,E,I,P,15
2,3,2,5,5,QP,M,I,A,S,1
2,3,4,2,4,BE,P,E,A,R,5
5,0,0,0,1,BA,P,E,A,E,20
2,2,5,1,5,BP,M,E,I,P,8
2,2,5,1,2,CE,P,E,A,E,5
5,5,5,5,5,CM,B,E,I,R,25
5,5,5,5,5,BI,P,E,G,R,15
3,3,3,5,3,CM,M,E,A,C,15
4,4,4,2,5,EN,B,E,I,C,1
2,1,2,1,1,BI,M,E,G,R,2
4,3,4,2,5,EN,M,E,A,R,2
1,2,1,1,5,BP,M,I,A,S,1
4,3,5,2,4,BE,M,S,I,C,20
2,3,4,4,5,BP,M,I,A,S,13
5,5,5,5,5,PE,P,R,A,E,40
5,3,4,5,3,SS,P,E,A,R,1
1,1,3,1,1,CM,M,I,A,S,2
5,4,4,5,3,SS,P,E,A,R,6
4,3,5,2,2,SS,P,E,A,R,2
3,3,3,3,3,BP,P,E,I,P,15
5,0,0,5,5,BP,P,E,I,R,11
1,1,1,1,5,BE,M,E,I,P,2
1,1,2,1,3,BA,P,E,A,E,4
1,1,1,1,5,CE,P,S,A,C,1
2,3,3,2,5,PE,M,E,I,P,1
5,5,5,2,5,BI,M,S,A,C,7
5,5,5,5,5,CM,P,E,A,E,25
4,4,2,1,5,BP,M,E,I,P,1
2,2,1,1,2,CM,B,E,A,C,1
2,3,2,5,1,SE,P,S,A,E,30
4,5,4,2,4,BI,M,E,A,P,6
5,5,5,5,5,PE,P,E,I,C,17
4,3,4,1,2,BP,M,E,I,P,5
5,5,5,5,5,CM,P,E,I,R,15
2,2,4,1,2,CE,P,E,I,P,12
5,5,5,5,5,BA,P,E,A,C,15
5,5,5,5,3,BI,P,E,A,E,14
3,3,3,4,3,BE,P,E,A,R,12
1,1,5,1,5,BI,P,E,A,R,3
5,5,2,5,2,SR,P,E,A,E,17
1,2,2,1,1,BP,M,E,I,P,3
2,2,1,4,1,BE,M,E,A,E,2
5,5,5,5,5,SS,M,I,A,R,2
1,2,5,1,5,SR,P,E,A,E,20
5,5,5,5,3,PE,P,E,I,C,15
5,5,5,1,5,BI,M,E,A,R,4
1,2,4,2,5,PE,P,E,I,R,2
1,1,2,1,4,TH,P,E,A,E,21
5,5,5,2,1,QP,B,E,I,P,5
1,2,5,1,2,SR,M,U,I,P,1
2,2,5,2,1,BE,P,E,G,R,3
1,1,5,1,5,PE,P,E,A,R,2
5,5,5,5,5,TH,M,E,A,E,12
2,5,2,4,5,BP,M,E,I,P,4
5,5,2,4,4,BP,M,E,I,P,13
1,2,1,2,5,CM,M,E,I,C,2
1,2,1,1,1,BI,P,E,A,R,10
1,1,1,5,1,BE,P,E,A,R,15
2,2,4,3,1,CM,P,E,A,R,10
2,3,4,1,2,BP,M,E,I,P,22
2,3,2,4,2,BE,P,E,A,E,4
4,0,0,0,2,SS,P,E,A,E,14
1,1,4,1,3,BI,P,E,A,R,25
1,1,5,1,2,PE,M,E,I,C,11
5,5,5,5,5,SS,P,E,G,R,10
4,4,5,5,5,PE,P,E,A,R,13
2,2,3,1,4,BP,B,I,A,S,3
4,2,4,2,2,BI,P,E,A,C,4
5,5,5,5,3,BI,P,E,A,R,22
5,3,5,5,5,BE,M,E,I,P,10
5,4,5,4,5,QP,M,E,I,P,13
5,5,5,5,5,BP,P,E,I,P,24
2,5,2,5,5,EN,P,E,A,C,20
1,2,1,2,5,BI,M,E,A,C,35
5,5,5,5,5,QP,P,E,I,C,20
2,1,5,1,5,TH,P,R,A,E,27
5,5,5,4,5,BI,M,E,I,P,15
5,5,5,4,5,GV,M,E,G,R,8
2,2,2,5,1,CE,P,E,A,C,10
5,5,4,4,4,PE,P,E,A,R,7
5,5,5,0,5,BI,P,E,A,E,20
1,2,2,2,4,CM,M,E,G,P,2
5,5,2,5,3,GV,M,E,G,P,18
1,1,2,1,5,BE,P,U,A,C,3
1,2,5,1,5,CM,M,I,A,R,1
2,2,2,2,4,BP,P,E,I,C,30
5,3,5,5,5,MR,M,E,I,R,30
1,2,5,1,3,BP,P,E,I,C,27
2,3,4,2,4,CE,P,E,A,R,2
3,3,4,1,5,PE,P,E,A,R,44
5,5,5,5,5,BI,P,S,I,C,20
5,5,5,5,0,BP,P,E,I,P,20
1,1,2,1,3,QP,M,E,I,P,2
1,3,1,1,2,BE,P,E,A,R,1
4,3,4,1,4,EN,M,I,A,S,3
5,5,5,5,0,GV,M,E,G,P,20
1,1,5,1,1,BI,P,E,A,R,30
1,2,2,1,2,BP,P,E,A,R,2
5,5,5,2,3,BP,M,E,I,P,4
2,3,2,1,4,BP,P,E,I,C,5
2,2,3,4,5,BE,P,E,A,E,22
1,3,1,2,5,BE,P,E,I,R,1
5,5,5,2,5,QP,P,E,I,C,30
2,5,4,5,5,QP,M,I,I,S,4
1,1,2,2,1,BI,P,E,G,P,3
1,1,5,1,1,BP,P,E,I,C,7
5,4,5,1,2,BI,B,E,I,P,5
5,5,5,1,5,PE,P,E,A,E,12
1,3,2,1,5,BE,P,E,I,C,18
5,5,2,1,1,PE,P,E,A,R,20
1,1,1,1,2,BE,M,E,I,P,10
2,4,2,1,1,BE,P,E,A,R,1
1,2,1,1,2,SR,M,E,G,P,21
1,1,1,1,1,CM,M,U,I,C,20
1,2,5,1,5,EN,M,E,G,R,12
5,5,5,2,1,PE,P,R,A,E,42
5,4,5,4,5,SS,P,E,A,R,28
1,1,2,1,4,EN,P,E,G,P,20
5,5,5,5,5,BI,P,E,A,R,13
4,4,5,5,3,CE,P,R,A,E,40
3,2,5,1,5,EN,M,E,I,P,6
5,5,5,5,0,SS,P,E,A,E,10
5,5,5,5,5,SS,P,E,A,E,2
5,5,5,5,5,BI,P,E,G,R,16
2,2,2,1,5,BE,M,I,A,S,1
5,5,5,5,5,EN,P,E,A,C,50
1,1,1,1,5,BE,B,I,I,S,0
5,5,5,4,5,GV,M,E,G,R,4
1,2,1,4,1,PE,P,E,A,E,30
5,5,5,2,2,BI,B,I,A,S,3
5,5,5,1,5,BP,P,E,I,C,29
5,5,2,4,5,BI,M,E,I,P,5
5,5,5,5,5,BA,M,R,A,R,30
1,2,1,2,1,SR,P,E,A,R,2
5,5,5,3,3,BP,P,E,I,R,10
5,5,5,5,5,CE,M,E,G,C,1
1,1,5,1,2,PE,P,E,A,E,10
4,4,5,4,2,BE,P,E,A,E,6
1,3,2,1,5,QP,P,E,A,E,2
2,3,5,2,5,BE,B,E,G,R,12
1,1,4,2,1,BI,M,E,G,C,20
5,5,5,5,5,BI,P,E,A,R,2
5,5,5,5,5,CM,M,E,A,P,4
5,5,5,5,5,SR,P,E,G,R,23
1,1,2,1,1,QP,M,E,I,C,16
5,5,5,5,5,PE,P,E,I,C,15
2,1,2,2,2,BI,M,E,G,C,7
5,5,5,5,3,CM,P,E,I,R,22
2,2,2,2,5,QP,B,E,I,P,10
5,5,5,2,5,EN,M,E,G,C,12
5,5,5,5,5,EN,P,E,A,E,17
5,5,5,5,5,BI,P,E,G,R,7
5,5,5,5,3,CM,P,R,A,R,8
2,2,3,1,4,BP,M,E,I,P,18
1,5,5,1,2,BI,P,E,A,R,10
1,4,5,3,2,CM,P,S,I,C,2
1,1,2,1,2,BP,M,E,I,P,6
5,5,1,4,5,BI,M,E,A,R,5
1,1,5,2,1,BI,M,E,A,R,12
3,3,3,3,3,CE,M,E,G,E,19
2,5,5,1,5,EN,P,E,A,E,7
2,4,5,1,4,CM,P,E,I,R,6
1,1,2,1,0,BI,P,E,A,R,1
1,1,1,1,2,QP,P,E,A,E,3
4,4,4,5,4,SR,P,E,G,R,20
5,5,5,2,5,BI,M,E,A,R,8
2,2,1,2,2,QP,B,E,I,P,2
2,1,5,4,2,BI,P,E,A,C,30
5,5,5,5,5,BI,P,E,A,E,17
2,2,1,2,5,BI,P,E,A,C,14
1,1,1,1,1,BI,P,E,A,C,15
2,4,0,1,5,CM,M,E,I,E,14
5,5,5,4,5,BE,M,E,I,P,6
2,2,4,2,2,SS,M,E,I,P,8
5,5,5,5,1,SR,P,E,A,E,30
2,3,4,1,4,BI,M,E,I,C,10
1,1,1,1,5,BI,M,E,G,R,7
2,1,5,1,5,BP,M,E,I,R,4
1,3,2,1,2,PE,M,E,I,C,4
1,1,3,1,5,GV,B,R,G,C,40
4,4,4,4,2,BI,P,E,G,R,22
4,5,2,5,3,PE,P,E,G,C,40
1,1,1,1,2,BP,M,E,I,P,12
5,5,5,4,2,CE,P,E,A,C,4
5,5,5,4,3,PE,P,E,A,R,7
3,3,5,2,5,BI,P,E,G,R,10
1,1,2,1,1,BI,P,E,G,R,20
5,5,5,5,5,BP,P,E,G,C,20
1,0,5,5,3,BI,P,E,A,P,15
5,4,4,2,3,BP,M,E,I,P,7
2,5,2,4,5,BI,M,E,A,P,6
5,4,5,2,5,TH,P,E,A,C,20
5,5,5,5,2,BI,P,E,A,E,30
2,3,2,5,5,SS,P,S,G,C,29
3,3,2,2,2,SR,P,E,G,P,20
1,1,2,1,2,GV,M,E,G,E,20
5,4,5,1,5,PE,M,E,I,C,7
1,1,3,1,2,SR,P,E,G,R,4
1,2,2,1,5,BE,P,E,G,P,15
2,3,2,4,5,SR,P,E,I,P,22
5,0,0,0,0,BE,P,E,I,R,12
5,5,5,5,5,QP,P,E,I,P,25
4,4,4,2,4,PE,P,E,I,P,12
5,4,4,4,2,BI,P,E,A,R,16
2,2,1,3,5,GV,M,E,G,R,12
5,5,5,5,1,BI,M,E,A,R,3
5,5,5,1,5,CE,M,I,A,S,1
1,1,1,1,1,CE,P,E,I,R,2
5,5,5,1,5,PE,P,E,A,E,1
1,1,2,1,2,SR,M,E,A,R,10
1,2,2,2,5,BE,P,E,A,E,13
2,3,4,2,2,CM,P,E,A,E,18
5,3,5,5,3,BE,P,E,I,P,1
4,3,5,1,4,OT,P,E,A,E,20
2,3,4,5,3,PE,P,R,I,P,20
5,5,5,5,5,EP,P,E,G,R,20
4,5,2,5,2,CM,P,E,G,R,9
1,1,2,1,2,SR,M,E,I,R,10
5,5,5,5,5,BI,P,E,A,R,15
1,3,2,5,4,SS,M,E,A,E,8
5,5,5,5,5,BI,P,E,A,E,26
2,3,2,2,1,CE,M,E,A,R,3
5,5,5,5,5,BP,P,E,I,C,15
1,3,1,2,4,BI,P,E,A,R,25
5,5,5,5,1,PE,P,E,G,P,19
5,5,5,3,3,QP,P,E,I,C,25
5,5,5,5,5,SR,M,E,G,R,10
2,3,4,2,2,CE,P,U,A,E,27
1,2,5,2,1,SR,P,E,G,R,8
1,3,2,1,1,SR,B,E,I,C,1
4,5,5,2,3,BA,P,E,A,R,2
4,4,4,4,4,BI,P,E,G,C,15
3,2,2,5,1,BI,P,E,A,R,13
2,4,2,1,4,BI,M,E,I,R,1
1,1,3,2,5,BI,P,E,G,C,4
2,2,4,4,2,PE,P,E,I,P,31
1,1,5,1,2,EN,M,I,A,S,4
1,2,3,5,5,GV,B,R,G,P,49
5,3,5,5,5,BP,M,E,I,R,21
2,1,1,1,2,QP,M,S,I,C,1
1,2,3,1,3,BP,P,E,I,C,2
2,0,0,1,0,SR,B,E,I,P,3
5,5,5,5,5,BE,P,E,G,R,16
1,1,2,1,5,BP,M,E,I,R,11
2,2,5,4,2,PE,P,E,A,E,20
2,4,2,2,5,GV,M,E,G,R,20
2,2,5,2,4,BI,P,E,I,R,3
1,1,1,1,5,SR,M,I,A,S,10
5,5,5,5,1,SS,M,E,A,R,30
1,4,5,1,5,BP,M,E,I,P,2
5,5,5,4,4,BI,M,E,A,R,7
5,5,5,5,5,BI,M,E,A,P,12
1,1,1,1,3,SS,M,E,G,R,1
2,2,2,4,1,SR,P,E,G,P,22
2,3,2,1,2,BP,M,E,I,P,5
5,5,5,4,3,BA,P,E,A,E,24
1,1,2,1,1,BP,P,E,I,R,9
1,2,5,2,2,PE,P,E,I,C,8
5,5,5,5,5,PE,M,E,I,C,25
5,5,5,4,0,TH,M,E,A,R,1
1,1,4,1,2,BE,P,E,A,E,23
5,5,5,4,5,BI,P,E,A,E,25
2,3,2,5,2,BP,P,E,I,P,7
2,4,2,4,1,EN,P,E,A,R,1
1,1,1,1,1,QP,B,E,I,C,1
5,5,5,5,0,BA,P,E,A,E,30
1,1,3,5,1,PE,P,E,A,R,20
2,3,2,1,1,BI,P,E,A,E,17
5,5,5,5,5,QP,M,E,G,P,10
1,1,3,1,1,BP,P,E,I,P,18
5,5,5,5,5,PE,M,E,I,C,10
1,3,2,4,1,BI,P,E,G,R,20
3,3,5,2,5,GV,M,R,G,P,15
1,1,1,2,1,BE,P,E,A,E,4
5,5,5,1,1,BE,M,E,I,C,5
5,5,4,4,5,BE,P,E,I,R,11
1,2,1,2,1,PE,M,E,A,R,18
4,4,5,2,2,QP,M,E,I,C,1
5,0,0,0,0,BI,P,E,A,E,30
5,5,5,4,5,PE,P,E,I,P,12
1,1,2,1,2,QP,M,E,I,P,14
1,3,2,2,2,PE,M,E,I,P,1
2,4,2,2,4,EN,M,E,G,P,2
2,2,4,2,4,BI,P,E,A,R,10
2,2,3,2,1,SR,N,I,A,S,1
1,3,5,1,2,BP,P,E,I,P,20
5,0,0,0,3,BI,P,E,A,R,2
5,5,5,5,5,CM,P,E,I,E,20
1,1,1,1,1,QP,P,E,I,P,25
5,0,0,2,0,CM,B,I,A,S,1
1,1,4,2,2,CM,P,E,A,E,22
5,5,5,5,5,PE,M,E,I,P,3
1,3,4,1,5,BI,P,E,A,P,18
1,2,1,1,2,BE,P,E,A,E,17
4,3,2,2,2,BI,M,E,A,R,9
2,5,2,5,5,BI,P,E,A,R,15
5,4,5,4,5,BI,M,I,A,S,3
1,1,2,1,2,PE,M,E,I,P,18
1,3,5,1,5,BI,P,E,A,E,25
5,5,5,5,3,PE,P,E,A,E,19
1,1,1,1,2,SR,M,E,I,P,21
5,5,5,5,3,SS,P,E,A,R,16
5,5,5,2,3,BE,M,E,I,P,1
2,2,1,1,1,BI,M,E,G,R,1
3,0,0,0,0,BE,B,E,A,R,1
5,4,4,2,5,BI,M,E,G,P,3
2,1,1,2,2,BP,M,E,I,P,5
5,5,5,5,5,TH,P,E,A,E,12
1,1,5,2,1,CE,B,E,A,E,2
2,2,2,4,2,SR,P,R,A,E,30
2,2,1,2,5,BI,P,E,A,R,4
5,5,5,5,0,BI,P,E,A,C,40
1,1,2,1,1,BI,M,E,A,C,12
2,3,1,2,1,BI,P,E,A,R,14
3,3,2,4,4,MR,P,S,A,C,2
4,5,5,2,4,BA,P,E,A,E,20
1,1,2,1,2,PE,B,E,I,P,1
5,5,5,5,5,SS,P,E,G,R,20
1,2,4,1,2,BE,P,E,A,R,20
1,1,2,4,2,BE,P,R,I,C,35
2,2,1,1,1,CM,P,E,A,E,2
5,5,5,2,5,BE,M,E,A,E,4
2,2,2,1,2,BP,M,E,I,P,7
5,3,5,1,5,BP,P,E,I,P,10
5,5,4,5,1,PE,P,R,I,C,40
1,1,1,1,5,BI,M,E,A,R,8
5,5,5,1,1,BI,P,E,I,P,2
1,2,3,1,2,BP,P,E,I,C,16
1,2,1,2,2,BI,M,E,A,R,11
2,1,1,2,5,QP,P,E,A,E,20
5,5,5,5,5,QP,P,E,I,C,5
3,4,3,5,5,SR,B,R,A,R,46
4,2,5,5,2,BE,P,E,A,E,35
2,4,1,2,5,BP,P,E,A,R,20
5,5,5,5,0,BI,P,E,A,R,19
5,5,5,1,1,BP,M,E,I,P,10
1,1,1,1,4,BI,M,E,A,E,6
1,2,2,1,1,EN,M,I,A,S,3
5,5,5,5,3,SR,B,R,G,P,46
1,2,1,1,1,QP,M,E,I,P,2
1,3,5,1,4,PE,P,E,A,R,6
5,5,5,5,5,BI,P,E,A,E,11
1,1,1,1,4,BI,P,E,G,C,6
5,5,5,1,5,BI,P,S,I,C,25
5,5,5,4,1,BI,P,E,A,R,3
1,1,2,1,2,SS,P,E,A,E,1
5,5,5,5,3,BI,P,E,I,R,31
5,5,5,5,5,GV,P,E,G,P,2
3,3,3,1,3,BE,P,E,A,R,17
5,5,5,5,3,QP,B,E,G,P,20
5,5,5,3,5,SR,P,E,I,C,23
1,1,1,1,1,BI,P,E,I,P,17
1,1,2,2,4,QP,M,E,G,S,1
5,5,5,5,5,BI,P,E,A,E,5
5,2,3,4,2,BA,P,E,A,R,2
5,3,3,3,3,BA,P,E,A,R,2
4,5,4,5,5,TH,O,R,A,R,55
2,2,2,5,2,PE,M,E,I,P,25
5,5,5,3,3,CM,B,E,G,P,10
5,5,5,5,5,PE,M,E,I,P,33
2,2,1,2,4,BI,M,E,A,C,1
5,5,5,4,1,BP,P,E,A,E,18
5,4,2,5,2,PE,P,E,I,P,25
1,2,3,1,4,BP,P,E,I,P,6
1,1,5,1,1,QP,P,E,A,E,22
5,5,4,4,5,BP,M,E,I,P,1
4,4,5,1,1,SS,P,E,A,R,2
1,2,1,1,2,BA,P,E,A,R,10
2,5,2,2,1,BI,M,E,I,C,30
2,2,3,1,1,PE,M,E,G,P,12
5,5,5,5,3,BA,P,E,A,R,15
5,5,5,5,5,PE,M,R,I,C,47
1,1,1,1,1,BI,P,E,A,E,25
1,2,3,2,2,BA,P,E,A,E,19
5,5,5,5,5,CM,B,E,G,C,10
2,4,5,4,1,BI,P,E,I,C,35
1,3,2,1,3,BI,M,I,A,S,2
2,3,5,2,4,PE,P,E,A,E,12
4,2,5,2,2,BI,M,E,G,P,18
5,5,5,5,5,QP,M,E,I,C,14
5,4,4,2,3,BE,P,E,A,R,15
1,1,5,1,1,BE,P,E,I,R,2
5,5,4,5,1,BI,P,E,A,E,44
5,5,5,4,5,BI,M,E,A,P,6
3,3,5,5,5,GV,P,E,G,R,20
1,5,1,1,5,BP,P,E,A,P,1
1,0,2,1,2,SR,P,E,G,P,14
1,2,1,1,2,BI,P,E,A,R,6
1,2,1,1,1,SR,P,E,A,C,13
1,1,5,1,5,SS,P,E,A,R,2
4,3,5,5,5,BE,P,E,A,R,3
5,5,5,5,5,BE,P,S,I,P,5
5,5,5,1,5,GV,P,E,G,P,20
5,5,3,5,3,QP,P,E,A,E,23
5,5,5,3,5,BI,P,E,A,E,31
5,5,5,5,5,BI,P,E,A,E,1
5,5,5,1,5,PE,P,E,I,P,17
1,3,5,1,5,SR,P,E,A,R,12
5,5,5,1,5,BP,P,E,I,C,20
1,3,2,4,2,CM,P,E,A,E,1
2,2,1,1,2,EN,P,E,G,R,5
5,3,5,2,5,BP,M,E,I,P,12
1,2,3,1,5,BP,M,E,I,P,8
2,3,3,2,4,BI,P,E,I,C,7
5,5,5,5,5,SR,P,E,G,R,14
1,2,1,1,3,BP,M,I,A,S,1
5,5,5,1,5,EN,P,S,I,C,18
2,2,2,1,2,SR,B,E,G,P,10
5,5,5,4,0,SR,P,E,A,E,27
1,3,4,2,4,BI,M,I,A,S,1
3,4,2,5,2,CE,P,E,A,E,1
2,2,3,1,1,SS,M,E,A,R,2
4,4,2,4,1,CM,P,E,G,R,15
5,5,5,5,5,BI,P,E,A,R,25
5,5,5,5,5,BP,P,E,I,P,18
5,5,5,5,5,BP,M,E,I,C,5
4,3,2,2,4,CM,P,E,A,C,10
2,2,2,1,2,BI,B,E,G,C,10
1,3,2,1,5,SR,M,R,G,P,35
1,2,2,2,1,BI,M,E,I,P,9
1,2,5,1,2,BI,P,E,I,P,2
2,3,3,4,3,BI,P,E,A,P,20
2,2,4,2,5,BI,P,E,A,R,18
3,3,5,5,3,BP,P,E,I,P,16
1,3,2,2,5,SR,P,E,A,R,35
1,1,5,1,2,BP,M,E,I,R,11
3,5,5,5,1,BP,P,E,I,C,8
1,2,4,2,2,BP,P,E,I,P,7
5,4,5,4,5,EN,M,E,I,C,5
5,5,5,1,5,BE,M,E,I,P,3
2,1,2,1,1,PE,M,E,I,C,9
2,2,5,2,5,CM,M,I,A,S,4
5,4,5,1,2,BI,P,E,A,R,6
1,2,2,1,1,EN,M,E,I,P,1
5,5,3,2,5,BI,P,E,A,R,4
4,4,4,5,2,PE,M,S,I,C,40
5,5,5,5,5,BE,M,R,I,P,20
5,5,5,5,5,PE,M,S,I,C,15
5,5,5,5,5,PE,P,E,A,E,20
2,2,3,1,4,GV,M,E,G,R,5
1,3,5,1,2,QP,M,E,I,E,8
1,2,5,1,5,SS,P,E,A,E,2
2,2,2,1,2,BE,P,E,A,E,1
5,5,5,5,5,SS,M,E,I,R,2
1,1,1,1,1,BI,P,E,G,R,25
5,5,3,5,5,BE,M,I,A,S,1
4,3,5,5,4,BP,P,E,I,P,2
1,1,2,1,2,EN,M,E,G,P,18
5,5,5,1,5,TH,P,E,A,C,15
2,2,5,1,2,BE,M,E,I,P,20
5,5,5,5,5,PE,P,E,I,C,10
2,3,3,2,3,BE,P,E,G,R,2
3,3,3,4,3,SS,M,E,G,R,15
2,2,4,2,1,EN,P,E,G,R,13
5,5,5,5,1,BP,P,E,A,E,40
5,5,5,5,5,BI,P,E,I,R,28
1,1,3,1,2,BP,M,E,I,P,6
1,2,1,1,1,QP,B,E,I,P,3
1,2,2,1,1,BP,M,E,A,P,7
5,5,5,5,5,PE,M,E,I,O,2
1,1,1,1,2,SG,B,E,A,R,1
2,1,5,0,0,TH,P,E,A,E,29
2,2,5,1,5,BP,P,E,I,P,15
5,5,5,5,1,SR,P,E,A,R,22
2,5,2,2,4,BI,P,E,G,P,27
